definition,id,part_of_speech,ruthes_name
,147878-N,N,УБОРКА ПОМЕЩЕНИЙ
,9605-N,N,ПЕЙДЖЕР
,103581-N,N,ГЛАЗГО
короткий отрывистый звук от удара или падения твёрдого предмета,106964-N,N,СТУК УДАРА
,103070-N,N,БАКАЛ
,2310-N,N,СТАНКОСТРОИТЕЛЬНАЯ ПРОМЫШЛЕННОСТЬ
,3001-N,N,ЭКСПОРТЕР
,149640-N,N,ХОСТИНГ САЙТОВ
,134067-N,N,ПОСЛЕСЛОВИЕ (ЗАКЛЮЧИТЕЛЬНАЯ СТАТЬЯ К СОЧИНЕНИЮ)
,7964-N,N,МОРСКОЙ ПЕХОТИНЕЦ
,103409-N,N,МАВРИКИЙ
,794-N,N,ВОИНСКАЯ ОБЯЗАННОСТЬ
,147418-N,N,"НУМЕРАЦИЯ, СИСТЕМА НУМЕРАЦИИ"
,100128-N,N,АДЫГЕЙСК /ТЕУЖЕСК/
"враждебное выступление, недоброжелательное действие против кого-чего-нибудь",125815-N,N,"ВЫПАД, ВЫЛАЗКА (ВРАЖДЕБНОЕ ВЫСТУПЛЕНИЕ)"
мощный разрушительный циклон или ураган,7962-N,N,ТАЙФУН
"невесёлый, мрачный (о человеке).",118308-N,N,"УГРЮМЫЙ, МРАЧНЫЙ, НЕПРИВЕТЛИВЫЙ"
,8193-N,N,АВАРИЙНОЕ СОСТОЯНИЕ
,118110-N,N,"НАСАДИТЬ (НАДЕТЬ, УКРЕПИВ)"
"выглядящий, как что-либо другое, или имеющий одинаковые свойства с другим",118221-N,N,ПОХОЖИЙ ПО ВНЕШНЕМУ ВИДУ
,102298-N,N,УПА
,148904-N,N,ПУШКА (УСТРОЙСТВО)
место проживания,112704-N,N,"ЖИЛИЩЕ, ОБИТАЛИЩЕ"
,137386-N,N,БРАТЬ ВО ВНИМАНИЕ
,135287-N,N,ШТУРМАН-ИСПЫТАТЕЛЬ
,137060-N,N,СТЕРОИДЫ (ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ)
"узнать, получить ясное представление о чём-либо",106710-N,N,"ОПРЕДЕЛИТЬ, ВЫЯСНИТЬ"
процесс принятия пищи,106934-N,N,"ЕСТЬ, ПРИНИМАТЬ ПИЩУ"
,145581-N,N,ОПЕКА И ПОПЕЧИТЕЛЬСТВО
"быстрый, действующий или перемещающийся быстро или совершающийся за короткий промежуток времени",117942-N,N,"СКОРЫЙ, БЫСТРЫЙ"
"человек, занимающийся шпионажем — негласным сбором секретной информации для противной стороны",124631-N,N,"СОГЛЯДАТАЙ (ТОТ, КТО ТАЙНО НАБЛЮДАЕТ, ШПИОНИТ)"
,102862-N,N,КОНАКОВО
,132088-N,N,КУДЕЛЬ (ВОЛОКНО)
"литературное произведение в диалогической форме, предназначенное для постановки в театре",4765-N,N,ЛИТЕРАТУРНО-ДРАМАТИЧЕСКОЕ ПРОИЗВЕДЕНИЕ
,125035-N,N,ВООБРАЖАЕМОЕ СУЩЕСТВО
,147181-N,N,ГЕЙМЕР
"очаровательный, полный обаяния",118625-N,N,ОБАЯТЕЛЬНЫЙ
,136889-N,N,ГОРОД ЯРОСЛАВСКОЙ ОБЛАСТИ
,175-N,N,ПАССАЖИРСКИЕ ПЕРЕВОЗКИ
"находящийся в запасе, представляющий собой запас, применяемый или употребляемый только в случае необходимости",116980-N,N,РЕЗЕРВ (ЗАПАС)
,109834-N,N,НОКДАУН
один из видов карточных игр,110539-N,N,ВИНТ (КАРТОЧНАЯ ИГРА)
,126445-N,N,ЛЕСТНИЧНАЯ КЛЕТКА
"прекратить какое-либо действие, выйти из какого-либо состояния (обычно в сочетании с неопределённой формой глагола)",106485-N,N,"ПЕРЕСТАТЬ, ПРЕКРАТИТЬ (ЧТО-ТО ДЕЛАТЬ)"
,114739-N,N,КАРТОЧНЫЙ ИГРОК
,124750-N,N,МАСТЕРОК
"решительный, действующий по собственной воле",119135-N,N,САМОСТОЯТЕЛЬНЫЙ (РЕШИТЕЛЬНЫЙ)
,2094-N,N,ЭЛЕКТРОННАЯ ПОЧТА
,114000-N,N,"МОКРЫЙ, СЫРОЙ"
,4592-N,N,СОЕВЫЕ БОБЫ
,101688-N,N,ИВАНГОРОД
"гимнастический снаряд для упражнений в равновесии в виде бруса, укрепленного на стойках",114968-N,N,ГИМНАСТИЧЕСКОЕ БРЕВНО
,113756-N,N,ПЕРЕГОНКА НЕФТИ
,131053-N,N,"ЖИЛИСТЫЙ, ПОДЖАРЫЙ"
,149603-N,N,МОБИЛЬНЫЙ НОМЕР
"что-либо необычное, странное, невиданное; чудо, диковина",129540-N,N,ЧУДО (НЕБЫВАЛОЕ ЯВЛЕНИЕ)
декретный отпуск,3586-N,N,ОТПУСК ПО БЕРЕМЕННОСТИ И РОДАМ
продолговатая впадина вдоль русла реки или между гор,100105-N,N,ДОЛИНА
,9964-N,N,ОРГАНЫ ПРИ ПРЕЗИДЕНТЕ
"арбитр, следящий за соблюдением правил игры или фиксирующий результаты спортивного состязания",9013-N,N,СПОРТИВНЫЙ АРБИТР
,138468-N,N,МУРОВЕЦ
,114288-N,N,ПАРУСИНА
,146420-N,N,ВИДЕОИНСТАЛЛЯЦИЯ
письменный пересказ чего-либо своими словами,147144-N,N,ШКОЛЬНОЕ ИЗЛОЖЕНИЕ
,142398-N,N,ПЕРЕКРОИТЬ (ПРЕОБРАЗОВАТЬ)
"съедобный морской моллюск, имеющий двустворчатую раковину",111531-N,N,УСТРИЦА
,111183-N,N,АППЕНДИКС
,137195-N,N,"ОТКРУТИТЬ (КРУТЯ, ОТДЕЛИТЬ)"
,4559-N,N,МОЛОКОПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД
,139305-N,N,ПРОПАН
,144027-N,N,СОВМЕСТНАЯ ДЕЯТЕЛЬНОСТЬ
,101695-N,N,БОКСИТОГОРСК
,113614-N,N,ЗАВТРАКАТЬ
"способ принятия решения группой людей, при котором общее мнение формулируется путем подсчёта голосов членов группы тем или иным способом",10119-N,N,ГОЛОСОВАНИЕ (ПРОЦЕДУРА)
"самоходное автономное безрельсовое колёсное транспортное средство с приводом от бензинового, дизельного или электрического двигателя; машина",154-N,N,АВТОМОБИЛЬ
,135173-N,N,СТАРИЦА РЕКИ
,102706-N,N,ВЕЛИЖ
"в речи — группа слов, содержащие название того, к кому эти слова адресованы",139566-N,N,ОБРАЩЕНИЕ (ВЫРАЖЕНИЕ)
,133797-N,N,ДОБАВЛЕННАЯ СТОИМОСТЬ
"утверждать высшим законодательным органом государственной власти, придавая юридическую силу",3740-N,N,РАТИФИКАЦИЯ
,1690-N,N,СТРАТЕГИЧЕСКИЕ НАСТУПАТЕЛЬНЫЕ ВООРУЖЕНИЯ
"высокое, отточенное мастерство",119050-N,N,ВИРТУОЗНОЕ УМЕНИЕ
,110985-N,N,СКВОЗНЯК
,108013-N,N,ЛОСИХА
,111336-N,N,ЗООТЕХНИК
,144093-N,N,МУЗЫКАЛЬНОЕ ПРЕДСТАВЛЕНИЕ
птица семейства воробьиных (''Passerid''),107809-N,N,ВОРОБЕЙ
,119268-N,N,"КАТОРЖНЫЙ (МУЧИТЕЛЬНЫЙ, ТЯЖЕЛЫЙ)"
,102640-N,N,ПИНЕГА
,145354-N,N,ПРЕКРАЩЕНИЕ БРАКА
"теория красноречия, наука об ораторском искусстве",142139-N,N,РИТОРИКА (НАУКА)
,127066-N,N,ЭКСТРЕМИЗМ (РАДИКАЛИЗМ)
,117954-N,N,ИСТОРИЧЕСКАЯ ГЕНЕАЛОГИЯ
,337-N,N,ШЕЛКОПРЯД
мех этого животного,147583-N,N,КРОЛИЧИЙ МЕХ
пристройка к дому — открытая или застеклённая площадка с крышей,109270-N,N,ТЕРРАСА (ПРИСТРОЙКА)
,124320-N,N,ДВОЮРОДНАЯ СЕСТРА
,131907-N,N,ЗАПУСК КОСМИЧЕСКИХ АППАРАТОВ
,145447-N,N,ОБОРОНИТЕЛЬНОЕ ЗАГРАЖДЕНИЕ
,134576-N,N,"РЕФЛЕКС, РЕФЛЕКТОРНАЯ РЕАКЦИЯ"
,139291-N,N,КЛЕЙКАЯ ЛЕНТА
"отлогий берег моря, реки, озера или пруда, удобный для купания и принятия солнечных ванн",5084-N,N,ПЛЯЖ
,100946-N,N,ТАНАМА
,152859-N,N,ЗВАНИЕ АКАДЕМИЧЕСКОГО
сказать что-либо ехидное; съязвить,127537-N,N,"ЕХИДНИЧАТЬ, ЯЗВИТЬ"
"в футболе — штрафной удар по воротам, защищаемым только вратарём, назначаемый за нарушение обороняющимся игроком правил в пределах своей штрафной площадки и пробиваемый с отметки на расстоянии около 11 метров от ворот",114554-N,N,УДАР С ОДИННАДЦАТИМЕТРОВОЙ ОТМЕТКИ
,135541-N,N,СПОНСОР
"опросный лист, анкета",120754-N,N,ВОПРОСНИК
"готовность жертвовать собой для блага других, для общего блага",118883-N,N,САМООТВЕРЖЕННЫЙ
,108515-N,N,СЕЛЕЗЕНЬ
,124527-N,N,СПЕКТАКЛЬ-МИНИАТЮРА
,9948-N,N,ПРЕДВЫБОРНАЯ АГИТАЦИЯ
"тактическая единица древнеримского войска, промежуточная между центурией и легионом",146725-N,N,РИМСКАЯ КОГОРТА
,127380-N,N,ОТЛОЖЕНИЕ ВЕЩЕСТВ
,7419-N,N,ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР
"образ действия, поведение самодура",130140-N,N,САМОДУРСТВО
житель города Ростова-на-Дону,139204-N,N,РОСТОВЧАНЕ
,111355-N,N,ГУМАНИТАРНЫЕ НАУКИ
,120498-N,N,ПОСТАВКА ТОВАРОВ
,107949-N,N,ЛЕБЕДКА (САМКА ЛЕБЕДЯ)
,7115-N,N,ЗАГОТОВКА ЗЕРНА
,116811-N,N,ГАММА (ЗВУКОРЯД)
"издавать, производить звук, звуки",107093-N,N,ИЗДАТЬ ЗВУК
,136138-N,N,КРОВНАЯ МЕСТЬ
"сочный плод некоторых видов растений, содержащий несколько более или менее твёрдых семян",107842-N,N,ЯГОДА
командующий войсками на каком-либо фронте или направлении; командующий войсками отдельного вида вооружённых сил,8430-N,N,ГЛАВНОКОМАНДУЮЩИЙ
,115863-N,N,ПОДСТУПИТЬ (ПРИБЛИЗИТЬСЯ)
"прекращение существования (жизни) из-за неблагоприятных или трагических обстоятельств, преждевременная или насильственная смерть от какой-нибудь катастрофы, стихийного бедствия, насилия, несчастного случая и т.п.",2852-N,N,СМЕРТЬ
,147827-N,N,РЕЖИМ РАБОТЫ
разобраться с какой-либо проблемой,121407-N,N,УЛАДИТЬ ПРОБЛЕМУ
,2580-N,N,КАЧЕСТВО ПРОДУКЦИИ
,125814-N,N,ВЫЛИТЫЙ (ОЧЕНЬ ПОХОЖИЙ)
"тяговое транспортное средство, машина (паровоз, тепловоз, электровоз и т. п.), предназначенная для передвижения по рельсам железнодорожных вагонов, поездов",3807-N,N,ЛОКОМОТИВ
,101287-N,N,КАШКАРДАРЬИНСКАЯ ОБЛ. УЗБЕКИСТАНА
"наличие у кого-либо равных прав; обладание одинаковыми, равными правами",141600-N,N,"РАВНОПРАВИЕ, РАВЕНСТВО"
,107611-N,N,ШЕЙНОЕ УКРАШЕНИЕ
,135795-N,N,ОРДЕН РОССИЙСКОЙ ФЕДЕРАЦИИ
,144750-N,N,ПРОГНАТЬ (ЗАСТАВИТЬ РАБОТАТЬ)
,112789-N,N,ОСТРЫЙ (ОТТОЧЕННЫЙ)
,1037-N,N,МЕДИЦИНСКОЕ УЧРЕЖДЕНИЕ
,8662-N,N,ОГНЕМЕТ
,127047-N,N,НАВИНТИТЬ (НАДЕТЬ)
,136679-N,N,ПЕРЕДОВИЦА
,137023-N,N,КОМПЬЮТЕРНАЯ ИГРА
,153075-N,N,НИЗКОКАЛОРИЙНОСТЬ
"специалист, изучающий физические процессы в таких астрономических объектах, как звёзды, галактики и т. д.",130685-N,N,АСТРОФИЗИК
"прибор для ориентирования относительно сторон горизонта, указывающий направление географического или магнитного меридиана",5479-N,N,КОМПАС
"древнескандинавский воин, участник морских походов",130047-N,N,ВИКИНГ (ДРЕВНЕСКАДИНАВСКИЙ ВОИН)
,109728-N,N,СЕПСИС
,135549-N,N,РЕСУРСОСБЕРЕЖЕНИЕ
,139223-N,N,ДИСПАРИТЕТ
,126338-N,N,ДИССИДЕНТСТВО
"ликвидировать, прекратить существование чего-либо",150332-N,N,ПРИНУДИТЕЛЬНАЯ ЛИКВИДАЦИЯ
,2308-N,N,ШЛИФОВАЛЬНЫЙ СТАНОК
