,child_id,parent_id,child_context,parent_context
26560,ЗАГРЯЗНЕНИЕ ПРИРОДЫ,АНТРОПОГЕННОЕ ВОЗДЕЙСТВИЕ,,
26561,ПАРНИКОВЫЙ ЭФФЕКТ,АНТРОПОГЕННОЕ ВОЗДЕЙСТВИЕ,,
26562,ТЕХНОГЕННОЕ ВОЗДЕЙСТВИЕ,АНТРОПОГЕННОЕ ВОЗДЕЙСТВИЕ,,
26563,МАССОВЫЙ ГОЛОД,"ГОЛОДАТЬ, ИЗГОЛОДАТЬСЯ",,
26564,УХОД ЗА НЕИЗЛЕЧИМЫМИ БОЛЬНЫМИ,УХОД ЗА БОЛЬНЫМ,,
26565,ЖЕЛЕЗНАЯ РУДА,РУДА,,
26566,БОКСИТ,РУДА,,
26567,КОЛЧЕДАН,РУДА,,
26568,РУДА ЦВЕТНЫХ МЕТАЛЛОВ,РУДА,,
26569,СВИТЕР С ВЫСОКИМ ВОРОТНИКОМ,СВИТЕР,,
26570,СДАТЬ СДАЧУ,ВЕРНУТЬ ВЗЯТОЕ,,
26571,"ВОЗВРАТ ИМУЩЕСТВА, СРЕДСТВ",ВЕРНУТЬ ВЗЯТОЕ,,
26572,ТАМОЖЕННЫЙ СОЮЗ,СОЮЗ ГОСУДАРСТВ,,
26573,СОДРУЖЕСТВО НЕЗАВИСИМЫХ ГОСУДАРСТВ,СОЮЗ ГОСУДАРСТВ,,
26574,ОБОРОННЫЙ СОЮЗ,СОЮЗ ГОСУДАРСТВ,,
26575,ЕВРОПЕЙСКИЙ СОЮЗ,СОЮЗ ГОСУДАРСТВ,,
26576,КОНФЕДЕРАЦИЯ ГОСУДАРСТВ,СОЮЗ ГОСУДАРСТВ,,
26577,СУЭЦКИЙ КАНАЛ,СУДОХОДНЫЙ КАНАЛ,,
26578,ПАНАМСКИЙ КАНАЛ,СУДОХОДНЫЙ КАНАЛ,,
26579,СОТОВАЯ СВЯЗЬ,РАДИОТЕЛЕФОННАЯ СВЯЗЬ,,
26580,ГИДРОКОСТЮМ,СПЕЦОДЕЖДА,,
26581,СКАФАНДР,СПЕЦОДЕЖДА,,
26582,РОБА,СПЕЦОДЕЖДА,,
26583,ЗАТЯНУТЬ (ЗАВЯЗАТЬ),"СВЯЗАТЬ (ЗАВЯЗЫВАЯ, СОЕДИНИТЬ)",,
26584,ЧИСТЫЙ ДОХОД,ПРИБЫЛЬ,,
26585,"НАЖИВА, НАВАР",ПРИБЫЛЬ,,
26586,СВЕРХПРИБЫЛЬ,ПРИБЫЛЬ,,
26587,МОХ,СПОРОВОЕ РАСТЕНИЕ,,
26588,ЛИШАЙНИК,СПОРОВОЕ РАСТЕНИЕ,,
26589,ПАПОРОТНИК,СПОРОВОЕ РАСТЕНИЕ,,
26590,ТОВАРООБМЕН,ТОРГОВАЯ ОПЕРАЦИЯ,,
26591,УЦЕНКА ТОВАРА,ТОРГОВАЯ ОПЕРАЦИЯ,,
26592,КОММЕРЧЕСКИЙ КОНКУРС,ТОРГОВАЯ ОПЕРАЦИЯ,,
26593,КОНКУРСНЫЕ ТОРГИ,ТОРГОВАЯ ОПЕРАЦИЯ,,
26594,ВОЕННЫЙ ПОЛИГОН,ИСПЫТАТЕЛЬНЫЙ ПОЛИГОН,,
26595,МИЛИЦЕЙСКАЯ ДУБИНКА,РЕЗИНОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ,,
26596,ШИНА КОЛЕСА,РЕЗИНОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ,,
26597,РЕЗИНОВАЯ КАМЕРА,РЕЗИНОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ,,
26598,ПРЕЗЕРВАТИВ,РЕЗИНОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ,,
26599,ТЕЛЕВЕДУЩИЙ,ВЕДУЩИЙ ПЕРЕДАЧИ,,
26600,РАДИОВЕДУЩИЙ,ВЕДУЩИЙ ПЕРЕДАЧИ,,
26601,БУМ В СФЕРЕ,"РАСЦВЕТ, ПРОЦВЕТАНИЕ",,
26602,АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,,
26603,ВОДОТРАНСПОРТНАЯ ОРГАНИЗАЦИЯ,ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,,
26604,АВИАЦИОННАЯ КОМПАНИЯ,ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,,
26605,ПРЕДПРИЯТИЕ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА,ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,,
26606,ПАРК (ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ),ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ,,
26607,ОТКОРМ СКОТА,"РАСКОРМИТЬ, ОТКОРМИТЬ",,
26608,ПРЕДСЕДАТЕЛЬ ПАЛАТЫ ПАРЛАМЕНТА,РУКОВОДИТЕЛЬ ПАРЛАМЕНТА,,
26609,БЕЖЕНЕЦ,ПЕРЕСЕЛЕНЕЦ,,
26610,ЭМИГРАНТ,ПЕРЕСЕЛЕНЕЦ,,
26611,ИММИГРАНТ,ПЕРЕСЕЛЕНЕЦ,,
26612,РЕПАТРИАНТ,ПЕРЕСЕЛЕНЕЦ,,
26613,ТРУДОВОЙ МИГРАНТ,ПЕРЕСЕЛЕНЕЦ,,
26614,ЭВАКУИРОВАННОЕ ЛИЦО,ПЕРЕСЕЛЕНЕЦ,,
26615,АКАЦИЯ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26616,ЭВКАЛИПТ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26617,ИВА,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26618,ОЛЬХА,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26619,САЖЕНЕЦ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26620,ЛАВР (ДЕРЕВО),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26621,МОЖЖЕВЕЛЬНИК,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26622,КАМЕЛИЯ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26623,ФИСТАШКОВОЕ ДЕРЕВО,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26624,ЧАЙ (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26625,СИРЕНЬ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26626,МИРТ,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26627,СЛИВОВОЕ ДЕРЕВО,ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26628,ОБЛЕПИХА (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26629,РЯБИНА (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26630,БОЯРЫШНИК (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26631,КАЛИНА (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26632,МИНДАЛЬ (РАСТЕНИЕ),ДРЕВЕСНО-КУСТАРНИКОВАЯ ПОРОДА,,
26633,ТАЛИБЫ,АФГАНЦЫ,,
26634,АФГАНСКИЕ ПАРТИЗАНЫ,АФГАНЦЫ,,
26635,ПУШТУНЫ,АФГАНЦЫ,,
26636,УДЕРЖАТЬ ПРИ РАСЧЕТЕ,"ВЫСЧИТАТЬ, ВЫЧЕСТЬ",,
26637,СИСТЕМАТИЗИРОВАТЬ,УПОРЯДОЧИТЬ (ПРИВЕСТИ В ПОРЯДОК),,
26638,СТРУКТУРИРОВАТЬ (УПОРЯДОЧИТЬ),УПОРЯДОЧИТЬ (ПРИВЕСТИ В ПОРЯДОК),,
26639,САМООРГАНИЗАЦИЯ,УПОРЯДОЧИТЬ (ПРИВЕСТИ В ПОРЯДОК),,
26640,РАНЖИРОВАТЬ (УПОРЯДОЧИТЬ),УПОРЯДОЧИТЬ (ПРИВЕСТИ В ПОРЯДОК),,
26641,ПОМЕСТНЫЙ СОБОР,ЦЕРКОВНЫЙ СОБОР (СЪЕЗД),,
26642,МАРШРУТНОЕ ТАКСИ,АВТОБУС,,
26643,МИНИАВТОБУС,АВТОБУС,,
26644,АВТОБУС ПАЗ,АВТОБУС,,
26645,ИКОНОСТАС,ПЕРЕГОРОДКА В ПОМЕЩЕНИИ,,
26646,ШИРМА (СКЛАДНАЯ ПЕРЕГОРОДКА),ПЕРЕГОРОДКА В ПОМЕЩЕНИИ,,
26647,"СТИХИЙНЫЙ, НЕОРГАНИЗОВАННЫЙ","НЕУМЫШЛЕННЫЙ, НЕПРЕДНАМЕРЕННЫЙ",,
26648,ФУЭТЕ (БАЛЕТНОЕ ПА),БАЛЕТНОЕ ПА,,
26649,РАКЕТОСТРОЕНИЕ,ОБОРОННАЯ ПРОМЫШЛЕННОСТЬ,,
26650,СЕМЕЙНАЯ ДИНАСТИЯ,РОД (РЯД ПОКОЛЕНИЙ),,
26651,СОЛОНИНА,СОЛЕНЫЕ ПРОДУКТЫ ПИТАНИЯ,,
26652,"ШПИК, СВИНОЕ САЛО",СОЛЕНЫЕ ПРОДУКТЫ ПИТАНИЯ,,
26653,СОЛЕНАЯ РЫБА,СОЛЕНЫЕ ПРОДУКТЫ ПИТАНИЯ,,
26654,СПОРТИВНЫЙ ЦЕНТР,ФИЗКУЛЬТУРНО-СПОРТИВНОЕ УЧРЕЖДЕНИЕ,,
26655,ЗАИКАНИЕ (ПАТОЛОГИЯ РЕЧИ),НАРУШЕНИЕ РЕЧИ,,
26656,СНЕЖНЫЙ БАРС,ЛЕОПАРД,,
26657,ПАНТЕРА,ЛЕОПАРД,,
26658,ЗАРЕГИСТРИРОВАННЫЙ ТОВАРНЫЙ ЗНАК,ТОРГОВАЯ МАРКА,,
26659,МАРКА АВТОМОБИЛЯ,ТОРГОВАЯ МАРКА,,
26660,"РАЗЗАДОРИТЬ (ПОДСТРЕКАЯ, ВОЗБУДИТЬ СИЛЬНОЕ ЖЕЛАНИЕ)","ПОДСТРЕКАТЬ, ПРОВОЦИРОВАТЬ",,
26661,"НАТРАВИТЬ, СТРАВИТЬ","ПОДСТРЕКАТЬ, ПРОВОЦИРОВАТЬ",,
26662,СТИПЕНДИЯ,СОЦИАЛЬНОЕ ПОСОБИЕ,,
26663,ПЕНСИЯ,СОЦИАЛЬНОЕ ПОСОБИЕ,,
26664,ЕДИНОВРЕМЕННОЕ ПОСОБИЕ,СОЦИАЛЬНОЕ ПОСОБИЕ,,
26665,МАТЕРИНСКИЙ КАПИТАЛ,СОЦИАЛЬНОЕ ПОСОБИЕ,,
26666,ЖАРОПРОЧНЫЙ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26667,ПОДАТЛИВОСТЬ МАТЕРИАЛА,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26668,РАСТЯЖИМОСТЬ (МЕХАНИЧЕСКОЕ СВОЙСТВО),МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26669,ИЗНОСОУСТОЙЧИВОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26670,МЕХАНИЧЕСКАЯ ХРУПКОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26671,МЕХАНИЧЕСКАЯ ПЛАСТИЧНОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26672,МЕХАНИЧЕСКАЯ ПРОЧНОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26673,МЕХАНИЧЕСКАЯ ВЯЗКОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26674,МЕХАНИЧЕСКАЯ УПРУГОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26675,ЭЛАСТИЧНОСТЬ МАТЕРИАЛА,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26676,МЕХАНИЧЕСКАЯ ТВЕРДОСТЬ,МЕХАНИЧЕСКОЕ СВОЙСТВО,,
26677,МАНОК (ЗВУЧАЩАЯ ПРИМАНКА),ПРИМАНКА,,
26678,РЫБОЛОВНАЯ ПРИМАНКА,ПРИМАНКА,,
26679,ШОУ-БИЗНЕС,ПРЕДПРИНИМАТЕЛЬСТВО,,
26680,ЧАСТНОЕ ПРЕДПРИНИМАТЕЛЬСТВО,ПРЕДПРИНИМАТЕЛЬСТВО,,
26681,МАЛЫЙ БИЗНЕС,ПРЕДПРИНИМАТЕЛЬСТВО,,
26682,ИГОРНЫЙ БИЗНЕС,ПРЕДПРИНИМАТЕЛЬСТВО,,
26683,ЗАГОТОВИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ,ПРЕДПРИНИМАТЕЛЬСТВО,,
26684,ЭЛЕКТРОННАЯ КОММЕРЦИЯ,ПРЕДПРИНИМАТЕЛЬСТВО,,
26685,БРОКЕРСКАЯ ДЕЯТЕЛЬНОСТЬ,ПРЕДПРИНИМАТЕЛЬСТВО,,
26686,СЕКСИНДУСТРИЯ,ПРЕДПРИНИМАТЕЛЬСТВО,,
26687,РОЗНИЧНЫЙ БИЗНЕС,ПРЕДПРИНИМАТЕЛЬСТВО,,
26688,МАЛОЕ И СРЕДНЕЕ ПРЕДПРИНИМАТЕЛЬСТВО,ПРЕДПРИНИМАТЕЛЬСТВО,,
26689,КРУПНЫЙ БИЗНЕС,ПРЕДПРИНИМАТЕЛЬСТВО,,
26690,БЛЕДНЫЙ (НЕВЫРАЗИТЕЛЬНЫЙ),НЕВЫРАЗИТЕЛЬНЫЙ,,
26691,БЕЗЖИЗНЕННЫЙ (НЕВЫРАЗИТЕЛЬНЫЙ),НЕВЫРАЗИТЕЛЬНЫЙ,,
26692,ПРЕСНЫЙ (НЕИНТЕРЕСНЫЙ),НЕВЫРАЗИТЕЛЬНЫЙ,,
26693,ТЯНУТЬСЯ ДОЛГО,"ПРОДОЛЖАТЬСЯ, ДЛИТЬСЯ",,
26694,ИНЕРЦИЯ (ПРОДОЛЖЕНИЕ),"ПРОДОЛЖАТЬСЯ, ДЛИТЬСЯ",,
26695,КИТАЙ,СОЦИАЛИСТИЧЕСКОЕ ГОСУДАРСТВО,,
26696,КНДР,СОЦИАЛИСТИЧЕСКОЕ ГОСУДАРСТВО,,
26697,РЕСПУБЛИКА КУБА,СОЦИАЛИСТИЧЕСКОЕ ГОСУДАРСТВО,,
26698,СССР,СОЦИАЛИСТИЧЕСКОЕ ГОСУДАРСТВО,,
26699,ЧССР,СОЦИАЛИСТИЧЕСКОЕ ГОСУДАРСТВО,,
26700,ШНУРОВАТЬ (СТЯГИВАТЬ ШНУРКОМ),ЗАТЯНУТЬ (ЗАВЯЗАТЬ),,
26701,"ПЕРЕТЯНУТЬ, КРЕПКО СТЯНУТЬ",ЗАТЯНУТЬ (ЗАВЯЗАТЬ),,
26702,"ЗАТЯНУТЬСЯ, ЗАТЯНУТЬ НА СЕБЕ",ЗАТЯНУТЬ (ЗАВЯЗАТЬ),,
26703,ВЯЗАТЬ (СТЯГИВАТЬ),ЗАТЯНУТЬ (ЗАВЯЗАТЬ),,
26704,ЗАХЛЕСТНУТЬ (НАКИНУТЬ И ЗАТЯНУТЬ),ЗАТЯНУТЬ (ЗАВЯЗАТЬ),,
26705,ОБЕРТОЧНАЯ БУМАГА,"ОБЕРТКА, ОБЕРТОЧНЫЙ МАТЕРИАЛ",,
26706,ЧУШКА МЕТАЛЛА,СЛИТОК (МЕТАЛЛИЧЕСКАЯ ЗАГОТОВКА),,
26707,КАНДЕЛЯБР,ЛЮСТРА,,
26708,КАНДИДАТ (ПРЕТЕНДЕНТ),ПРЕТЕНДЕНТ,,
26709,ПРЕТЕНДЕНТ НА ПРЕСТОЛ,ПРЕТЕНДЕНТ,,
26710,СОИСКАТЕЛЬ,ПРЕТЕНДЕНТ,,
26711,ПЛАНИРОВАНИЕ В ВОЗДУХЕ,СНИЗИТЬСЯ (СПУСТИТЬСЯ НИЖЕ),,
26712,ПИКИРОВАНИЕ САМОЛЕТА,СНИЗИТЬСЯ (СПУСТИТЬСЯ НИЖЕ),,
26713,ВСТРЕЧА ТЕТ-А-ТЕТ,"СВИДАНИЕ, УСЛОВЛЕННАЯ ВСТРЕЧА",,
26714,РОМАНТИЧЕСКОЕ СВИДАНИЕ,"СВИДАНИЕ, УСЛОВЛЕННАЯ ВСТРЕЧА",,
26715,НЕРАСПРОСТРАНЕНИЕ ЯДЕРНОГО ОРУЖИЯ,КОНТРОЛЬ ЗА ВООРУЖЕНИЯМИ,,
26716,РАЗОРУЖЕНИЕ,КОНТРОЛЬ ЗА ВООРУЖЕНИЯМИ,,
26717,ОГНЕПРОВОДНЫЙ ШНУР,ЗАПАЛ СНАРЯДА,,
26718,ЖОКЕЙ,ПРОФЕССИОНАЛЬНЫЙ НАЕЗДНИК,,
26719,РАСЦВЕТКА (СОЧЕТАНИЕ ЦВЕТОВ),СОЧЕТАНИЕ ЦВЕТОВ,,
26720,"ПАЛИТРА, ЦВЕТОВАЯ ГАММА",СОЧЕТАНИЕ ЦВЕТОВ,,
26721,КОЛОРИТ КАРТИНЫ,СОЧЕТАНИЕ ЦВЕТОВ,,
26722,РЕТРОГРАД,"РЕАКЦИОНЕР, МРАКОБЕС",,
26723,ЭКЗАМЕН ПО УЧЕБНОМУ ПРЕДМЕТУ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26724,ТЕСТИРОВАНИЕ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26725,"ПРОБОВАТЬ, ПРОВЕРИТЬ В ИСПОЛЬЗОВАНИИ","ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26726,ЛАБОРАТОРНЫЕ ИСПЫТАНИЯ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26727,ЗАЧЕТ ПО УЧЕБНОМУ ПРЕДМЕТУ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26728,ПРОХОЖДЕНИЕ ИСПЫТАТЕЛЬНОГО СРОКА,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26729,ПРОГНАТЬ (ЗАСТАВИТЬ РАБОТАТЬ),"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26730,СТЕНДОВЫЕ ИСПЫТАНИЯ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26731,ПРОВЕРИТЬ СЕБЯ,"ИСПЫТАТЬ, ПРОВЕРИТЬ",,
26732,МАРАФОНЕЦ,БЕГУН,,
26733,ФИЗИЧЕСКАЯ МОДЕЛЬ,МОДЕЛЬ ОПИСАНИЯ,,
26734,МАТЕМАТИЧЕСКАЯ МОДЕЛЬ,МОДЕЛЬ ОПИСАНИЯ,,
26735,ОХРАНА ПРИРОДНЫХ РЕСУРСОВ,ОХРАНА ПРИРОДЫ,,
26736,ИСТОЩИТЬ (КРАЙНЕ ОСЛАБИТЬ),ОБЕССИЛИТЬ,,
26737,КУРОРТ,ЗОНА ОТДЫХА,,
26738,ЗООПАРК,ЗОНА ОТДЫХА,,
26739,ПЛЯЖ,ЗОНА ОТДЫХА,,
26740,СКВЕР,ЗОНА ОТДЫХА,,
26741,ПАРК РАЗВЛЕЧЕНИЙ,ЗОНА ОТДЫХА,,
26742,КЕМПИНГ,ЗОНА ОТДЫХА,,
26743,ПРИРОДНЫЙ ПАРК,ЗОНА ОТДЫХА,,
26744,"ПАРК, ПАРКОВАЯ ЗОНА",ЗОНА ОТДЫХА,,
26745,АРМАТУРА ЖЕЛЕЗОБЕТОННЫХ КОНСТРУКЦИЙ,"ОСТОВ, КАРКАС",,
26746,КОРОБКА ЗДАНИЯ,"ОСТОВ, КАРКАС",,
26747,ОКОННАЯ РАМА,"ОСТОВ, КАРКАС",,
26748,ОКОННЫЙ ПЕРЕПЛЕТ,"ОСТОВ, КАРКАС",,
26749,"СКЕЛЕТ ЧЕЛОВЕКА, ЖИВОТНОГО","ОСТОВ, КАРКАС",,
26750,ОПОРНАЯ РАМА,"ОСТОВ, КАРКАС",,
26751,ПОДРАМНИК КАРТИНЫ,"ОСТОВ, КАРКАС",,
26752,СТРОИТЕЛЬНАЯ ОПАЛУБКА,"ОСТОВ, КАРКАС",,
26753,ЛЕЙТМОТИВ (МУЗЫКАЛЬНАЯ ТЕМА),МУЗЫКАЛЬНАЯ ТЕМА,,
26754,МУЗЫКАЛЬНЫЙ РЕФРЕН,МУЗЫКАЛЬНАЯ ТЕМА,,
26755,МУЗЫКАЛЬНАЯ ВАРИАЦИЯ,МУЗЫКАЛЬНАЯ ТЕМА,,
26756,ШАССИ ТРАНСПОРТНОГО СРЕДСТВА,ОПОРНАЯ РАМА,,
26757,ЛЕВОЦЕНТРИЗМ,ЛЕВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ,,
26758,ЛЕВЫЙ РАДИКАЛИЗМ,ЛЕВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ,,
26759,УБЕГАНИЕ ЧАСОВ,"ВРАТЬ, ПОКАЗЫВАТЬ НЕВЕРНО",,
26760,ОТСТАВАНИЕ ЧАСОВ,"ВРАТЬ, ПОКАЗЫВАТЬ НЕВЕРНО",,
26761,КОНКУРЕНЦИЯ,БОРОТЬСЯ С СОПЕРНИКОМ,,
26762,ПОЛИТИЧЕСКАЯ БОРЬБА,БОРОТЬСЯ С СОПЕРНИКОМ,,
26763,"СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ",БОРОТЬСЯ С СОПЕРНИКОМ,,
26764,ДИСТРОФИЯ,ИСТОЩЕНИЕ (КРАЙНЯЯ СЛАБОСТЬ),,
26765,ГЛАВНОКОМАНДУЮЩИЙ,КОМАНДУЮЩИЙ,,
26766,КОМАНДУЮЩИЙ АРМИЕЙ,КОМАНДУЮЩИЙ,,
26767,СЕЛЬСКОХОЗЯЙСТВЕННОЕ РАСТЕНИЕ,КУЛЬТУРНОЕ РАСТЕНИЕ,,
26768,КЕНГУРУ,СУМЧАТОЕ МЛЕКОПИТАЮЩЕЕ,,
26769,ОПОССУМ,СУМЧАТОЕ МЛЕКОПИТАЮЩЕЕ,,
26770,ЭЛЕКТРИЧЕСКАЯ ЭНЕРГИЯ,ЭНЕРГИЯ,,
26771,ТЕПЛОВАЯ ЭНЕРГИЯ,ЭНЕРГИЯ,,
26772,АТОМНАЯ ЭНЕРГИЯ,ЭНЕРГИЯ,,
26773,ЭНЕРГЕТИЧЕСКИЕ РЕСУРСЫ,ЭНЕРГИЯ,,
26774,НЕТРАДИЦИОННЫЙ ВИД ЭНЕРГИИ,ЭНЕРГИЯ,,
26775,СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ),ЭНЕРГИЯ,,
26776,ВОЗОБНОВЛЯЕМЫЕ ИСТОЧНИКИ ЭНЕРГИИ,ЭНЕРГИЯ,,
26777,КОЛИКИ,КОЛЮЩАЯ БОЛЬ,,
26778,СОЦИАЛЬНАЯ РЕВОЛЮЦИЯ,"ПЕРЕЛОМ, ПЕРЕЛОМНЫЙ ЭТАП",,
26779,"КРИЗИС, КРИЗИСНОЕ ЯВЛЕНИЕ","ПЕРЕЛОМ, ПЕРЕЛОМНЫЙ ЭТАП",,
26780,СВЕРЖЕНИЕ ВЛАСТИ,"ПЕРЕЛОМ, ПЕРЕЛОМНЫЙ ЭТАП",,
26781,"РЕВОЛЮЦИЯ В СФЕРЕ, ОБЛАСТИ","ПЕРЕЛОМ, ПЕРЕЛОМНЫЙ ЭТАП",,
26782,КРИЗИС БОЛЕЗНИ,"ПЕРЕЛОМ, ПЕРЕЛОМНЫЙ ЭТАП",,
26783,РАСТВОРИТЬ ВЕЩЕСТВО,РАЗВЕСТИ ЖИДКОСТЬЮ,,
26784,ЗАМЕСИТЬ ПОРОШОК,РАЗВЕСТИ ЖИДКОСТЬЮ,,
26785,ПОЗОЛОТА,МЕТАЛЛИЧЕСКОЕ ПОКРЫТИЕ,,
26786,ГРАЖДАНСКО-ПРАВОВАЯ СДЕЛКА,ГРАЖДАНСКО-ПРАВОВЫЕ ОТНОШЕНИЯ,,
26787,ОБЯЗАТЕЛЬСТВЕННЫЕ ОТНОШЕНИЯ,ГРАЖДАНСКО-ПРАВОВЫЕ ОТНОШЕНИЯ,,
26788,МАЯТНИК ЧАСОВ,"МАЯТНИК (СТЕРЖЕНЬ, СОВЕРШ. КОЛЕБАНИЯ)",,
26789,МЕТРОНОМ (МАЯТНИКОВЫЙ ПРИБОР),"МАЯТНИК (СТЕРЖЕНЬ, СОВЕРШ. КОЛЕБАНИЯ)",,
26790,"СОСРЕДОТОЧИТЬСЯ, СКОНЦЕНТРИРОВАТЬСЯ","ОБРАТИТЬСЯ, УСТРЕМИТЬСЯ",,
26791,ЗАЦИКЛИТЬСЯ НА ОДНОМ И ТОМ ЖЕ,"ОБРАТИТЬСЯ, УСТРЕМИТЬСЯ",,
26792,МУЖЕСТВО,ХЛАДНОКРОВИЕ,,
26793,МИКРОСХЕМА,МИКРОЭЛЕКТРОННОЕ УСТРОЙСТВО,,
26794,ПЕЧАТНАЯ ПЛАТА,МИКРОЭЛЕКТРОННОЕ УСТРОЙСТВО,,
26795,"ВЗБАЛМОШНЫЙ (СУМАСБРОДНЫЙ, НЕУРАВНОВЕШЕННЫЙ)","СУМАСБРОДНЫЙ (БЕЗРАССУДНЫЙ, КАПРИЗНЫЙ)",,
26796,РАЗДВИНУТЬ (ОТКРЫТЬ),"ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26797,"ОТКУПОРИТЬ, РАСКУПОРИТЬ","ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26798,РАСПАХНУТЬ,"ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26799,"ВСКРЫТЬ (ОТКРЫТЬ, СЛОМАВ, РАЗОРВАВ)","ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26800,ОТВЕРНУТЬ (ОТКРЫТЬ),"ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26801,ОТОДВИНУТЬ (ОТКРЫТЬ),"ОТКРЫТЬ ОТВЕРСТИЕ, ПРОХОД",,
26802,ЯБЛОКО,СЕМЕЧКОВЫЙ ПЛОД,,
26803,ГРУША (ПЛОД),СЕМЕЧКОВЫЙ ПЛОД,,
26804,АЙВА (ПЛОД),СЕМЕЧКОВЫЙ ПЛОД,,
26805,САМОРОСПУСК,ДОБРОВОЛЬНАЯ ЛИКВИДАЦИЯ,,
26806,ПРАВО ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ,ГРАЖДАНСКОЕ ПРАВО,,
26807,ПЛАСТМАССА,ПРОДУКЦИЯ ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОГО НАЗНАЧЕНИЯ,,
26808,БУМАЖНАЯ ПРОДУКЦИЯ,ПРОДУКЦИЯ ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОГО НАЗНАЧЕНИЯ,,
26809,ЦЕМЕНТ,ПРОДУКЦИЯ ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОГО НАЗНАЧЕНИЯ,,
26810,ПРОКАТНАЯ ПРОДУКЦИЯ,ПРОДУКЦИЯ ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКОГО НАЗНАЧЕНИЯ,,
